,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
264692,560108,48138,DOORMAT UNION FLAG,4,15-07-2011 08:59,7.95,16979.0,United Kingdom
160339,550458,22817,CARD SUKI BIRTHDAY,1,18-04-2011 13:13,0.83,,United Kingdom
473602,576837,21901,"KEY FOB , BACK DOOR ",1,16-11-2011 15:16,1.63,,United Kingdom
149208,549281,21123,SET/10 IVORY POLKADOT PARTY CANDLES,24,07-04-2011 13:19,1.25,17735.0,United Kingdom
194476,553607,21982,PACK OF 12 SUKI TISSUES ,432,18-05-2011 10:47,0.25,16684.0,United Kingdom
493220,578187,35953,FOLKART STAR CHRISTMAS DECORATIONS,48,23-11-2011 11:40,0.39,14336.0,United Kingdom
392651,570703,85150,LADIES & GENTLEMEN METAL SIGN,6,12-10-2011 09:50,2.55,14911.0,EIRE
248361,558812,23315,IVORY REFECTORY CLOCK,2,04-07-2011 11:35,9.95,16265.0,United Kingdom
143169,548666,22860,EASTER TIN CHICKS PINK DAISY,6,01-04-2011 14:58,1.65,13124.0,United Kingdom
59333,541282,22199,FRYING PAN RED RETROSPOT,2,17-01-2011 12:31,4.25,17690.0,United Kingdom
471168,576624,23449,SET OF 6 EASTER RAINBOW CHICKS,12,15-11-2011 17:14,1.25,16156.0,United Kingdom
507279,579171,23505,PLAYING CARDS I LOVE LONDON ,2,28-11-2011 14:30,1.25,13030.0,United Kingdom
97769,544657,22509,SEWING BOX RETROSPOT DESIGN ,1,22-02-2011 13:08,16.95,14895.0,United Kingdom
416520,572553,21880,RED RETROSPOT TAPE,4,24-10-2011 17:09,0.42,,United Kingdom
57172,541133,22697,GREEN REGENCY TEACUP AND SAUCER,1,14-01-2011 10:17,5.79,,United Kingdom
42860,540023,20675,BLUE POLKADOT BOWL,8,04-01-2011 12:58,1.25,15039.0,United Kingdom
741,536446,10133,COLOURING PENCILS BROWN TUBE,5,01-12-2010 12:15,0.85,15983.0,United Kingdom
441921,574657,23507,MINI PLAYING CARDS BUFFALO BILL ,2,06-11-2011 11:43,0.42,13772.0,United Kingdom
297157,562934,21700,BIG DOUGHNUT FRIDGE MAGNETS,6,10-08-2011 16:56,1.38,,United Kingdom
333724,566213,23316,RED REFECTORY CLOCK ,2,09-09-2011 15:09,9.95,14895.0,United Kingdom
92485,544193,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2,17-02-2011 08:23,7.95,12431.0,Belgium
436970,574253,21915,RED  HARMONICA IN BOX ,12,03-11-2011 13:30,1.25,15252.0,United Kingdom
18727,537823,21990,MODERN FLORAL STATIONERY SET,5,08-12-2010 14:25,2.51,,United Kingdom
379790,569702,85152,HAND OVER THE CHOCOLATE   SIGN ,2,05-10-2011 16:09,2.1,14396.0,United Kingdom
534752,581167,20725,LUNCH BAG RED RETROSPOT,10,07-12-2011 14:52,1.65,13534.0,United Kingdom
96821,544586,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,3,21-02-2011 15:04,2.95,17338.0,United Kingdom
167562,550994,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,21-04-2011 19:55,8.95,14562.0,United Kingdom
207360,554986,22630,DOLLY GIRL LUNCH BOX,3,29-05-2011 12:35,1.95,14451.0,United Kingdom
163909,550630,21395,BLUE POLKADOT BEAKER ,48,19-04-2011 14:49,0.39,14298.0,United Kingdom
357747,568134,21843,RED RETROSPOT CAKE STAND,5,23-09-2011 17:02,8.29,,United Kingdom
422656,573102,23209,LUNCH BAG VINTAGE DOILY ,10,27-10-2011 14:52,1.65,13266.0,United Kingdom
507186,579168,79151B,"SILICON CUBE 25W, BLUE",10,28-11-2011 14:12,0.42,17806.0,United Kingdom
291091,562427,22998,TRAVEL CARD WALLET KEEP CALM,1,04-08-2011 17:19,0.42,17267.0,United Kingdom
362801,568519,22955,36 FOIL STAR CAKE CASES ,6,27-09-2011 12:57,2.1,16607.0,United Kingdom
395332,571033,22731,3D CHRISTMAS STAMPS STICKERS ,18,13-10-2011 12:46,1.25,14251.0,United Kingdom
201066,554265,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,23-05-2011 12:38,2.08,,United Kingdom
202197,554371,21830,ASSORTED CREEPY CRAWLIES,24,24-05-2011 10:42,0.42,17659.0,United Kingdom
357647,568103,22712,CARD DOLLY GIRL ,12,23-09-2011 15:45,0.42,12518.0,Germany
289562,562273,22760,"TRAY, BREAKFAST IN BED",1,04-08-2011 09:55,12.75,12502.0,Spain
333400,566195,23187,FRENCH STYLE STORAGE JAR BONBONS,48,09-09-2011 13:44,0.29,12433.0,Norway
53356,540832,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,3,11-01-2011 14:42,2.46,,United Kingdom
413128,572306,23212,HEART WREATH DECORATION WITH BELL,1,23-10-2011 15:11,1.25,17841.0,United Kingdom
270919,560601,22093,MOTORING TISSUE BOX,1,19-07-2011 17:17,0.39,16764.0,United Kingdom
455142,575607,22993,SET OF 4 PANTRY JELLY MOULDS,5,10-11-2011 12:37,2.46,14096.0,United Kingdom
359467,568188,48187,DOORMAT NEW ENGLAND,1,25-09-2011 14:33,8.25,16049.0,United Kingdom
385240,570188,23356,LOVE HOT WATER BOTTLE,24,07-10-2011 15:13,4.95,13763.0,United Kingdom
270880,560598,22784,LANTERN CREAM GAZEBO ,9,19-07-2011 17:02,4.95,17096.0,United Kingdom
65577,541696,21892,TRADITIONAL WOODEN CATCH CUP GAME ,1,20-01-2011 18:08,2.46,,United Kingdom
452259,575331,23348,CHILDRENS TOY COOKING UTENSIL SET,6,09-11-2011 13:52,2.08,13209.0,United Kingdom
263053,559933,21498,RED RETROSPOT WRAP ,25,14-07-2011 09:54,0.42,16719.0,United Kingdom
195269,553710,22224,WHITE LOVEBIRD LANTERN,3,18-05-2011 15:35,2.95,17338.0,United Kingdom
400747,571360,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,17-10-2011 11:51,3.29,16563.0,United Kingdom
79773,543003,22296,HEART IVORY TRELLIS LARGE,12,02-02-2011 12:38,1.65,14312.0,United Kingdom
361483,568346,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1,26-09-2011 15:28,4.13,14096.0,United Kingdom
518596,580115,23559,WOODLAND BUNNIES LOLLY MAKERS,1,01-12-2011 16:22,4.13,,United Kingdom
328113,565757,23327,HANGING CLEAR MINI BOTTLE,48,06-09-2011 13:29,0.63,17339.0,United Kingdom
483812,577508,23228,FILIGREE HEART BIRD WHITE ,6,20-11-2011 12:45,1.25,18127.0,United Kingdom
231558,557271,23236,DOILEY STORAGE TIN,6,19-06-2011 11:41,2.89,17769.0,United Kingdom
452448,575337,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,09-11-2011 14:11,1.65,17867.0,United Kingdom
173009,551623,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,03-05-2011 11:44,2.95,12843.0,United Kingdom
41554,539920,21754,HOME BUILDING BLOCK WORD,2,23-12-2010 11:06,5.95,14085.0,United Kingdom
284066,561820,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2,29-07-2011 16:00,0.83,,United Kingdom
418050,572682,15056N,EDWARDIAN PARASOL NATURAL,12,25-10-2011 13:52,5.95,17928.0,United Kingdom
268369,560410,20717,STRAWBERRY SHOPPER BAG,10,18-07-2011 14:28,1.25,17213.0,United Kingdom
269258,560444,21465,PINK FLOWER CROCHET FOOD COVER,3,18-07-2011 17:15,3.75,13764.0,United Kingdom
161451,550474,21770,OPEN CLOSED METAL SIGN,1,18-04-2011 13:58,9.96,,United Kingdom
313750,564536,22742,MAKE YOUR OWN PLAYTIME CARD KIT,3,25-08-2011 15:12,2.95,13159.0,United Kingdom
276507,561051,22970,LONDON BUS COFFEE MUG,36,24-07-2011 13:11,2.1,16684.0,United Kingdom
374410,569374,23432,PRETTY HANGING QUILTED HEARTS,1,03-10-2011 16:14,10.79,,United Kingdom
344163,566985,20685,DOORMAT RED RETROSPOT,1,16-09-2011 10:42,16.63,,United Kingdom
288576,562173,22469,HEART OF WICKER SMALL,3,03-08-2011 12:12,1.65,14530.0,United Kingdom
21843,538148,20725,LUNCH BAG RED RETROSPOT,2,09-12-2010 16:26,5.06,,United Kingdom
343987,566976,23049,RECYCLED ACAPULCO MAT RED,2,16-09-2011 09:27,8.25,15382.0,United Kingdom
27003,538524,22335,HEART DECORATION PAINTED ZINC ,3,13-12-2010 09:35,1.28,,United Kingdom
338762,566564,17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,5,13-09-2011 12:26,0.85,15522.0,United Kingdom
48062,540458,22263,FELT EGG COSY LADYBIRD ,48,07-01-2011 12:28,0.19,12501.0,Germany
220256,556130,22090,PAPER BUNTING RETROSPOT,24,09-06-2011 10:48,2.95,15738.0,United Kingdom
414971,572511,23462,ROCOCO WALL MIRROR WHITE,1,24-10-2011 14:29,19.95,14895.0,United Kingdom
14013,537441,21870,I CAN ONLY PLEASE ONE PERSON MUG,6,06-12-2010 17:26,1.25,13564.0,United Kingdom
70212,541999,22077,6 RIBBONS RUSTIC CHARM,1,25-01-2011 10:45,3.29,,United Kingdom
153550,549752,23207,LUNCH BAG ALPHABET DESIGN,10,12-04-2011 11:01,1.65,13089.0,United Kingdom
418340,572704,35970,ZINC FOLKART SLEIGH BELLS,1,25-10-2011 14:39,4.13,,United Kingdom
360106,568212,75049L,LARGE CIRCULAR MIRROR MOBILE,2,25-09-2011 16:05,1.25,15154.0,United Kingdom
3140,536602,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,02-12-2010 08:34,4.25,17850.0,United Kingdom
284611,561879,23254,CHILDRENS CUTLERY DOLLY GIRL ,8,31-07-2011 12:43,4.15,13722.0,United Kingdom
295716,562838,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,09-08-2011 15:59,0.65,13162.0,United Kingdom
453422,575481,21209,MULTICOLOUR HONEYCOMB FAN,6,09-11-2011 16:28,0.39,15679.0,United Kingdom
187173,552951,22939,APRON APPLE DELIGHT,5,12-05-2011 12:05,4.95,14988.0,United Kingdom
287482,562104,22383,LUNCH BAG SUKI DESIGN ,12,02-08-2011 14:31,4.96,,United Kingdom
152204,549578,22413,METAL SIGN TAKE IT OR LEAVE IT ,12,11-04-2011 08:49,2.95,17340.0,United Kingdom
486951,577756,22941,CHRISTMAS LIGHTS 10 REINDEER,4,21-11-2011 14:59,8.5,15115.0,United Kingdom
312056,564336,22274,FELTCRAFT DOLL EMILY,1,24-08-2011 14:28,2.95,12748.0,United Kingdom
123138,546892,84832,ZINC WILLIE WINKIE  CANDLE STICK,2,17-03-2011 18:20,1.63,,United Kingdom
299071,563076,22027,TEA PARTY BIRTHDAY CARD,72,11-08-2011 16:12,0.36,14646.0,Netherlands
251954,559056,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,06-07-2011 09:15,1.65,14645.0,United Kingdom
55537,540995,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,2,13-01-2011 09:30,1.63,,United Kingdom
372498,569244,23199,JUMBO BAG APPLES,10,03-10-2011 09:45,1.95,13344.0,United Kingdom
462183,575965,22713,CARD I LOVE LONDON ,12,13-11-2011 12:32,0.42,13426.0,United Kingdom
269418,560451,22821,GIFT BAG PSYCHEDELIC APPLES,48,19-07-2011 09:50,0.65,14911.0,EIRE
236052,557673,23200,JUMBO BAG PEARS,100,22-06-2011 10:15,1.79,16180.0,United Kingdom
300185,563193,23298,SPOTTY BUNTING,2,12-08-2011 16:30,10.79,,United Kingdom
197356,553899,23209,LUNCH BAG DOILEY PATTERN ,10,19-05-2011 17:25,1.65,14292.0,United Kingdom
476037,576931,22383,LUNCH BAG SUKI DESIGN ,10,17-11-2011 11:10,1.65,13028.0,United Kingdom
253953,559205,22178,VICTORIAN GLASS HANGING T-LIGHT,96,07-07-2011 11:10,1.06,18073.0,United Kingdom
296271,562880,21244,BLUE POLKADOT PLATE ,96,10-08-2011 10:53,1.45,15838.0,United Kingdom
182900,552624,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2,10-05-2011 12:53,1.25,14505.0,United Kingdom
253413,559163,21116,OWL DOORSTOP,1,06-07-2011 16:33,8.29,,United Kingdom
389277,570466,84991,60 TEATIME FAIRY CAKE CASES,3,10-10-2011 16:03,0.55,16791.0,United Kingdom
235608,557644,23175,REGENCY MILK JUG PINK ,16,21-06-2011 17:06,3.25,,United Kingdom
424544,573270,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,28-10-2011 13:00,4.95,17418.0,United Kingdom
451980,575303,22335,HEART DECORATION PAINTED ZINC ,4,09-11-2011 12:34,0.65,12893.0,United Kingdom
337823,566480,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,13-09-2011 09:17,0.42,16451.0,United Kingdom
420226,572882,23468,TUSCAN VILLA BIRD TABLE ,2,26-10-2011 13:36,8.25,18226.0,United Kingdom
468651,576520,20972,PINK CREAM FELT CRAFT TRINKET BOX ,3,15-11-2011 12:33,1.25,14467.0,United Kingdom
279164,561242,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,26-07-2011 11:05,0.55,16258.0,United Kingdom
306670,563833,22899,CHILDREN'S APRON DOLLY GIRL ,6,19-08-2011 12:49,2.1,14755.0,United Kingdom
94869,544434,21197,MULTICOLOUR  CONFETTI IN TUBE,14,18-02-2011 16:12,1.65,,United Kingdom
259828,C559742,21877,HOME SWEET HOME MUG,-12,12-07-2011 11:11,1.25,14267.0,United Kingdom
284304,561869,21359,RELAX LARGE WOOD LETTERS,2,31-07-2011 11:38,3.95,16764.0,United Kingdom
364411,568658,84879,ASSORTED COLOUR BIRD ORNAMENT,24,28-09-2011 12:25,1.69,18242.0,United Kingdom
322311,565231,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,1,02-09-2011 09:26,8.29,,United Kingdom
202854,554504,23167,SMALL CERAMIC TOP STORAGE JAR ,12,24-05-2011 15:13,0.83,17719.0,United Kingdom
394526,570872,22831,WHITE BROCANTE SOAP DISH,1,12-10-2011 16:40,5.79,,United Kingdom
31190,538903,22457,NATURAL SLATE HEART CHALKBOARD ,24,15-12-2010 10:17,2.95,13496.0,United Kingdom
501170,578824,23289,DOLLY GIRL CHILDRENS BOWL,1,25-11-2011 14:02,1.25,17883.0,United Kingdom
87501,543660,22297,HEART IVORY TRELLIS SMALL,2,11-02-2011 10:40,2.46,,United Kingdom
234496,557528,23171,REGENCY TEA PLATE GREEN ,12,21-06-2011 09:49,1.65,17159.0,United Kingdom
387152,570267,22973,CHILDREN'S CIRCUS PARADE MUG,12,10-10-2011 10:13,1.65,12682.0,France
325000,565427,20761,BLUE PAISLEY SKETCHBOOK,1,04-09-2011 12:49,3.75,17774.0,United Kingdom
394041,C570867,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-3,12-10-2011 16:17,4.95,12607.0,USA
259645,559698,21731,RED TOADSTOOL LED NIGHT LIGHT,4,11-07-2011 17:07,1.65,17589.0,United Kingdom
168295,551016,21754,HOME BUILDING BLOCK WORD,18,26-04-2011 11:09,5.45,17975.0,United Kingdom
437404,574290,21695,SMALL SILVER FLOWER CANDLE POT,6,03-11-2011 15:18,2.95,17403.0,United Kingdom
494176,578262,22737,RIBBON REEL CHRISTMAS PRESENT ,2,23-11-2011 13:27,1.65,18283.0,United Kingdom
147883,549154,22840,ROUND CAKE TIN VINTAGE RED,2,06-04-2011 16:47,7.95,17690.0,United Kingdom
464284,576085,23351,ROLL WRAP 50'S CHRISTMAS,12,14-11-2011 08:28,1.25,15365.0,United Kingdom
372295,569236,85032B,BLOSSOM IMAGES GIFT WRAP SET,2,02-10-2011 15:49,0.65,14432.0,United Kingdom
448950,575075,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2,08-11-2011 13:19,2.95,13975.0,United Kingdom
361642,568365,84663A,,30,26-09-2011 15:45,0.0,,United Kingdom
149507,549295,22087,PAPER BUNTING WHITE LACE,1,07-04-2011 19:49,5.79,,United Kingdom
300931,563217,21175,GIN + TONIC DIET METAL SIGN,12,14-08-2011 13:21,2.55,13515.0,United Kingdom
35998,539437,22906,12 MESSAGE CARDS WITH ENVELOPES,2,17-12-2010 14:54,3.36,,United Kingdom
216791,555853,22371,AIRLINE BAG VINTAGE TOKYO 78,1,07-06-2011 13:44,4.25,14375.0,United Kingdom
17670,537772,22276,WASH BAG VINTAGE ROSE PAISLEY,1,08-12-2010 12:35,2.55,18043.0,United Kingdom
414576,572466,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,36,24-10-2011 13:28,0.29,14997.0,United Kingdom
518232,580115,22134,MINI LADLE LOVE HEART RED ,2,01-12-2011 16:22,0.83,,United Kingdom
522866,580469,22382,LUNCH BAG SPACEBOY DESIGN ,1,04-12-2011 12:32,1.65,14583.0,United Kingdom
436456,574149,22942,CHRISTMAS LIGHTS 10 SANTAS ,2,03-11-2011 11:29,8.5,13709.0,United Kingdom
366312,568721,22109,FULL ENGLISH BREAKFAST PLATE,1,28-09-2011 16:24,7.46,,United Kingdom
32005,539039,82551,LAUNDRY 15C METAL SIGN,12,15-12-2010 15:00,1.45,13124.0,United Kingdom
45948,540345,22423,REGENCY CAKESTAND 3 TIER,32,06-01-2011 13:19,10.95,14299.0,United Kingdom
384407,570121,22632,HAND WARMER RED RETROSPOT,12,07-10-2011 12:49,2.1,13419.0,United Kingdom
184754,552703,22919,HERB MARKER MINT,1,10-05-2011 16:00,0.65,14462.0,United Kingdom
439163,574356,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,04-11-2011 10:48,6.63,,United Kingdom
327468,565672,23431,NATURAL HANGING QUILTED HEARTS ,12,06-09-2011 09:34,0.83,17700.0,United Kingdom
61550,541427,48187,DOORMAT NEW ENGLAND,10,18-01-2011 08:46,6.75,17018.0,United Kingdom
513907,579629,23575,SNACK TRAY PAISLEY PARK,2,30-11-2011 12:16,1.95,14963.0,United Kingdom
277669,561147,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,24,25-07-2011 13:06,0.39,16841.0,United Kingdom
23750,538211,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,10-12-2010 11:47,3.75,17690.0,United Kingdom
210276,555277,82583,HOT BATHS METAL SIGN,1,01-06-2011 17:30,4.13,,United Kingdom
155163,549974,22898,CHILDRENS APRON APPLES DESIGN,8,13-04-2011 14:31,1.95,17746.0,United Kingdom
463494,576064,46000S,POLYESTER FILLER PAD 40x40cm,4,13-11-2011 15:37,1.45,12508.0,France
143238,548670,22999,TRAVEL CARD WALLET RETRO PETALS,3,01-04-2011 15:37,0.42,15356.0,United Kingdom
523898,580523,22151,PLACE SETTING WHITE HEART,3,04-12-2011 15:00,0.42,17827.0,United Kingdom
451192,575185,22423,REGENCY CAKESTAND 3 TIER,6,09-11-2011 08:50,12.75,14051.0,United Kingdom
215125,555647,22776,SWEETHEART CAKESTAND 3 TIER,2,06-06-2011 13:43,9.95,12957.0,United Kingdom
387305,570275,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,160,10-10-2011 10:57,2.55,13098.0,United Kingdom
75510,542600,47567B,TEA TIME KITCHEN APRON,2,30-01-2011 11:11,5.95,16923.0,United Kingdom
459354,575875,21908,CHOCOLATE THIS WAY METAL SIGN,2,11-11-2011 13:06,4.13,,United Kingdom
310091,564165,48138,DOORMAT UNION FLAG,3,23-08-2011 13:35,7.95,13593.0,United Kingdom
73875,542393,22969,HOMEMADE JAM SCENTED CANDLES,24,27-01-2011 15:02,1.45,18125.0,United Kingdom
312959,C564427,22893,MINI CAKE STAND T-LIGHT HOLDER,-1,25-08-2011 11:18,0.42,17841.0,United Kingdom
153681,C549786,22084,PAPER CHAIN KIT EMPIRE,-5,12-04-2011 11:58,2.95,14071.0,United Kingdom
328328,565766,21217,RED RETROSPOT ROUND CAKE TINS,1,06-09-2011 14:23,9.95,17841.0,United Kingdom
273596,560841,22489,PACK OF 12 TRADITIONAL CRAYONS,24,21-07-2011 12:25,0.36,14298.0,United Kingdom
274429,560915,22381,TOY TIDY PINK POLKADOT,10,21-07-2011 18:19,2.1,13313.0,United Kingdom
190278,553188,21931,JUMBO STORAGE BAG SUKI,10,15-05-2011 12:55,2.08,15379.0,United Kingdom
482101,577409,21731,RED TOADSTOOL LED NIGHT LIGHT,12,20-11-2011 10:53,1.65,16779.0,United Kingdom
150600,549461,20731,,-16,08-04-2011 14:20,0.0,,United Kingdom
160351,550458,22920,HERB MARKER BASIL,2,18-04-2011 13:13,1.63,,United Kingdom
502451,578844,22867,HAND WARMER BIRD DESIGN,1,25-11-2011 16:14,4.13,,United Kingdom
504519,578950,23034,DRAWER KNOB CERAMIC BLACK,6,27-11-2011 14:40,1.45,17885.0,United Kingdom
402882,571508,23632,SET 10 CARDS CHEERFUL ROBIN 17065,2,17-10-2011 15:27,2.08,,United Kingdom
348458,567429,22398,MAGNETS PACK OF 4 SWALLOWS,12,20-09-2011 11:39,0.39,17686.0,United Kingdom
241529,558232,22727,ALARM CLOCK BAKELIKE RED ,1,27-06-2011 14:30,3.75,17841.0,United Kingdom
354763,567899,23326,HANGING MINI COLOURED BOTTLES,48,22-09-2011 16:26,0.63,14911.0,EIRE
382229,569898,22944,CHRISTMAS METAL POSTCARD WITH BELLS,6,06-10-2011 16:08,0.97,,United Kingdom
130996,547538,22356,CHARLOTTE BAG PINK POLKADOT,10,23-03-2011 15:17,0.85,13534.0,United Kingdom
364063,568645,POST,POSTAGE,3,28-09-2011 11:38,18.0,12656.0,France
536194,581219,22945,CHRISTMAS METAL TAGS ASSORTED ,6,08-12-2011 09:28,1.8,,United Kingdom
125470,547042,22523,CHILDS GARDEN FORK PINK,1,20-03-2011 11:00,1.63,,United Kingdom
77274,542717,21985,PACK OF 12 HEARTS DESIGN TISSUES ,2,31-01-2011 14:07,0.29,17580.0,United Kingdom
212929,555510,90200A,PURPLE SWEETHEART BRACELET,1,03-06-2011 17:09,4.15,,United Kingdom
497895,578485,23499,SET 12 VINTAGE DOILY CHALK ,24,24-11-2011 12:52,0.42,12921.0,United Kingdom
28605,C538650,22778,GLASS CLOCHE SMALL,-1,13-12-2010 15:05,3.95,15311.0,United Kingdom
47665,540418,85132A,CHARLIE + LOLA BISCUITS TINS,1,07-01-2011 11:04,8.47,,United Kingdom
119537,546549,22746,POPPY'S PLAYHOUSE LIVINGROOM ,2,14-03-2011 16:46,2.1,17799.0,United Kingdom
73676,542373,22713,CARD I LOVE LONDON ,12,27-01-2011 13:38,0.42,16767.0,United Kingdom
59959,541421,10135,COLOURING PENCILS BROWN TUBE,7,17-01-2011 17:44,1.25,,United Kingdom
9353,537200,22273,FELTCRAFT DOLL MOLLY,1,05-12-2010 14:17,2.95,15867.0,United Kingdom
335979,566296,22467,GUMBALL COAT RACK,2,11-09-2011 15:47,2.55,17841.0,United Kingdom
418933,572755,23114,VINTAGE LEAF CHOPPING BOARD  ,2,25-10-2011 17:31,4.95,13601.0,United Kingdom
246677,558709,44234,ASSORTED CIRCULAR MOBILE,8,01-07-2011 13:02,0.21,17338.0,United Kingdom
371354,569219,22727,ALARM CLOCK BAKELIKE RED ,1,02-10-2011 13:01,3.75,13558.0,United Kingdom
79942,543013,22341,LOVE GARLAND PAINTED ZINC ,1,02-02-2011 13:35,3.29,,United Kingdom
459447,575875,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,11-11-2011 13:06,3.29,,United Kingdom
216108,555819,22673,FRENCH GARDEN SIGN BLUE METAL,12,07-06-2011 12:00,1.25,15073.0,United Kingdom
222694,556454,15039,SANDALWOOD FAN,48,10-06-2011 16:37,0.85,12947.0,United Kingdom
406104,571734,22224,WHITE LOVEBIRD LANTERN,6,19-10-2011 09:59,2.95,17148.0,United Kingdom
290426,562377,84997D,CHILDRENS CUTLERY POLKADOT PINK,2,04-08-2011 15:04,4.15,14535.0,United Kingdom
188093,553014,20725,LUNCH BAG RED RETROSPOT,4,12-05-2011 18:49,1.65,13451.0,United Kingdom
500809,578809,22189,CREAM HEART CARD HOLDER,4,25-11-2011 13:23,3.95,13048.0,United Kingdom
42341,539984,22619,SET OF 6 SOLDIER SKITTLES,4,23-12-2010 14:58,3.75,14911.0,EIRE
356169,568046,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2,23-09-2011 12:16,2.55,18118.0,United Kingdom
80237,543028,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,02-02-2011 15:09,1.25,14443.0,United Kingdom
316562,564755,20713,JUMBO BAG OWLS,1,30-08-2011 10:31,4.13,,United Kingdom
128426,547327,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,4,22-03-2011 11:28,4.15,12681.0,France
326452,565541,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,05-09-2011 12:00,2.95,14159.0,United Kingdom
459049,575856,21058,PARTY INVITES WOODLAND,1,11-11-2011 12:28,0.85,16386.0,United Kingdom
470112,576617,22595,GINGHAM HEART DECORATION,5,15-11-2011 16:57,1.63,,United Kingdom
223437,556484,22507,MEMO BOARD RETROSPOT  DESIGN,2,12-06-2011 13:17,4.95,16938.0,United Kingdom
83366,543300,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,07-02-2011 11:42,0.85,13334.0,United Kingdom
46946,540372,47580,TEA TIME DES TEA COSY,12,06-01-2011 16:41,2.55,13081.0,United Kingdom
415605,572549,21166,COOK WITH WINE METAL SIGN ,1,24-10-2011 17:03,4.13,,United Kingdom
314440,564638,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,26-08-2011 12:54,0.83,13812.0,Germany
20162,538011,20761,BLUE PAISLEY SKETCHBOOK,1,09-12-2010 12:24,3.75,14896.0,United Kingdom
170044,551276,21933,PINK VINTAGE PAISLEY PICNIC BAG,1,27-04-2011 13:06,1.65,16016.0,United Kingdom
445349,574836,22810,SET OF 6 T-LIGHTS SNOWMEN,6,07-11-2011 11:32,2.95,17623.0,United Kingdom
537631,581334,20973,12 PENCIL SMALL TUBE WOODLAND,2,08-12-2011 12:07,0.65,17841.0,United Kingdom
336699,566400,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,24,12-09-2011 13:16,1.25,17139.0,United Kingdom
414244,572399,21802,CHRISTMAS TREE HEART DECORATION,36,24-10-2011 11:56,0.42,15628.0,United Kingdom
194081,553549,22610,PENS ASSORTED FUNNY FACE,3,17-05-2011 16:09,1.63,,United Kingdom
377972,569573,23543,WALL ART KEEP CALM ,24,05-10-2011 10:11,7.45,17511.0,United Kingdom
495711,578317,22662,LUNCH BAG DOLLY GIRL DESIGN,10,23-11-2011 16:47,1.65,15398.0,United Kingdom
187794,553006,21212,PACK OF 72 RETROSPOT CAKE CASES,24,12-05-2011 16:45,0.55,15544.0,United Kingdom
135088,547881,22231,JIGSAW TREE WITH BIRDHOUSE,1,27-03-2011 16:08,1.45,13110.0,United Kingdom
194255,553565,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,18-05-2011 09:01,9.95,17505.0,United Kingdom
139420,548314,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,30-03-2011 12:24,1.65,16949.0,United Kingdom
128435,547327,20749,ASSORTED COLOUR MINI CASES,2,22-03-2011 11:28,7.95,12681.0,France
